date,league,host,guest,h_res,g_res,b1,bX,b2,HA_win,HA_draw,HA_loss,HA_goal_avg,HA_loss_avg,HA_yellow,HA_red,HA_corner,HA_penalty,HA_offside,GA_win,GA_draw,GA_loss,GA_goal_avg,GA_loss_avg,GA_yellow,GA_red,GA_corner,GA_penalty,GA_offside,HJ_win,HJ_draw,HJ_loss,HJ_goal_avg,HJ_loss_avg,HJ_yellow,HJ_red,HJ_corner,HJ_penalty,HJ_offside,GJ_win,GJ_draw,GJ_loss,GJ_goal_avg,GJ_loss_avg,GJ_yellow,GJ_red,GJ_corner,GJ_penalty,GJ_offside,H_place,G_place,num_place
09_03_2025,АВСТРАЛИЯ. A-ЛИГА,Ньюкасл Джетс,Окленд,1,1,3.85,3.9,1.87,4,3,3,1.8,1.6,0.7,0.0,6.1,6.5,1.2,6,3,1,2.4,1.0,1.6,0.1,5.4,9.9,1.1,0,0,1,3.0,,0.0,1.0,9.0,1.0,,1,0,0,2.0,,0.0,8.0,18.0,0.0,,9,1,13
09_03_2025,АВСТРИЯ. БУНДЕСЛИГА,ЛАСК,ВСГ Сваровски,2,1,1.7,3.75,4.9,3,4,3,1.0,1.6,1.5,0.0,2.3,8.7,1.0,2,4,4,1.0,1.2,1.8,0.0,2.8,10.8,1.6,6,1,3,2.0,,1.5,0.0,3.1,5.7,0.6,3,1,6,1.5,,1.7,0.0,2.2,5.6,0.6,6,10,12
09_03_2025,АВСТРИЯ. БУНДЕСЛИГА,Райндорф Альтах,Зальцбург,1,1,5.5,4.2,1.58,4,2,4,1.4,1.7,2.2,0.1,2.0,8.3,1.5,3,2,5,1.3,2.2,0.9,0.0,4.5,6.8,0.9,0,2,7,0.7,,2.6,0.0,1.9,7.9,0.6,7,2,0,2.4,,1.4,0.1,3.8,7.4,1.6,12,4,12
09_03_2025,АВСТРИЯ. БУНДЕСЛИГА,Аустрия Вена,Аустрия Клагенфурт,2,0,1.5,4.4,6.6,7,2,1,1.7,0.7,1.1,0.0,2.5,10.9,0.5,2,2,6,2.0,2.2,2.2,0.0,2.8,11.4,1.0,4,5,1,1.7,,2.1,0.0,2.3,3.8,1.4,1,5,4,1.3,,1.8,0.0,1.3,5.0,0.4,2,9,12
09_03_2025,АВСТРИЯ. БУНДЕСЛИГА,Вольфсберг,Блау-Вайсс Линц,1,2,1.8,3.55,4.6,7,3,0,3.4,1.2,1.1,0.0,1.8,5.3,0.7,4,1,5,1.2,1.3,2.2,0.1,3.7,11.1,1.1,3,1,2,1.0,,2.3,0.0,6.7,7.7,0.5,2,1,3,1.0,,2.2,0.0,4.5,8.8,1.3,3,7,12
09_03_2025,АВСТРИЯ. БУНДЕСЛИГА,Хартберг,Рапид Вена,2,1,3.55,3.65,2.0,3,5,2,1.0,1.0,1.6,0.0,2.8,7.7,0.8,2,3,5,1.6,1.5,1.9,0.1,7.6,12.0,1.2,5,1,4,1.3,,2.9,0.0,1.4,7.8,1.4,4,1,5,1.4,,2.0,0.0,5.2,8.6,1.0,8,5,12
09_03_2025,АВСТРИЯ. БУНДЕСЛИГА,ГАК,Штурм,1,2,5.5,4.1,1.6,4,1,5,1.8,1.7,2.5,0.2,2.3,7.7,0.7,2,2,6,0.7,2.2,0.9,0.0,2.0,7.5,0.6,0,0,3,1.3,,4.0,0.0,2.3,6.0,1.0,3,0,0,3.0,,2.7,0.0,6.3,9.7,0.3,11,1,12
09_03_2025,АЗЕРБАЙДЖАН. ПРЕМЬЕР-ЛИГА,Шамахы,Сабах Баку,1,0,3.95,3.15,1.95,3,2,5,1.0,1.0,,,,,,2,6,2,1.3,1.1,,,,,,2,2,2,1.3,,0.2,,1.2,,,2,2,2,1.2,,0.3,,1.0,,,7,5,10
09_03_2025,АЗЕРБАЙДЖАН. ПРЕМЬЕР-ЛИГА,Зира,Сабаил Баку,1,0,1.35,4.3,9.5,7,0,3,1.5,0.8,,,,,,2,3,5,0.5,1.3,,,,,,7,2,1,1.8,,,,,,,1,2,7,0.8,,,,,,,2,10,10
09_03_2025,АРМЕНИЯ. ПРЕМЬЕР-ЛИГА,Пюник Ереван,ФК Урарту,0,3,2.12,3.35,3.25,6,0,4,2.3,1.2,,,,,,4,0,6,1.4,1.5,,,,,,3,3,3,1.6,,0.2,0.1,1.2,,,3,3,3,1.1,,0.8,0.0,0.2,,,3,2,11
09_03_2025,БОЛГАРИЯ. 1-Я ЛИГА,Ботев Пловдив,Арда Кырджали,1,1,2.2,3.15,3.55,0,1,9,1.1,2.2,1.6,0.0,4.1,5.8,0.6,3,3,4,0.9,1.2,1.7,0.1,2.0,8.0,1.1,2,0,8,0.7,,2.3,0.2,1.3,1.3,0.1,8,0,2,1.5,,2.6,0.0,0.2,1.2,0.1,4,5,16
09_03_2025,БОЛГАРИЯ. 1-Я ЛИГА,Левски София,Славия София,3,3,1.45,4.1,8.5,5,1,4,1.9,1.6,0.9,0.1,1.8,4.0,0.1,5,2,3,2.0,1.4,1.0,0.1,2.9,8.1,1.4,5,0,3,1.4,,2.8,0.1,1.3,0.9,0.1,3,0,5,0.9,,2.9,0.0,0.9,1.9,0.4,2,9,16
09_03_2025,БОЛГАРИЯ. 1-Я ЛИГА,Локомотив София,Лудогорец Разград,1,2,9.0,4.7,1.38,5,0,5,1.5,1.8,1.7,0.1,4.0,8.4,1.0,4,3,3,0.9,1.3,1.3,0.0,6.1,8.6,1.9,1,0,6,0.6,,2.6,0.1,0.3,1.9,0.3,6,0,1,3.0,,1.6,0.1,1.4,2.0,0.4,12,1,16
09_03_2025,БОСНИЯ И ГЕРЦЕГОВИНА. ПРЕМЬЕР-ЛИГА,Слога Добой,Радник Биелина,1,0,1.75,3.45,4.4,5,1,4,1.2,1.5,,,,,,6,0,4,2.0,1.1,,,,,,1,0,1,1.5,,,,,,,1,0,1,1.0,,,,,,,5,8,12
09_03_2025,БОСНИЯ И ГЕРЦЕГОВИНА. ПРЕМЬЕР-ЛИГА,Широки Бриег,Посушье,1,0,1.78,3.7,4.0,5,1,4,1.5,1.2,,,,,,2,2,6,1.0,1.2,,,,,,5,3,2,1.2,,,,,,,2,3,5,0.8,,,,,,,7,9,12
10_03_2025,БОСНИЯ И ГЕРЦЕГОВИНА. ПРЕМЬЕР-ЛИГА,Железничар Сараево,Борац Баня-Лука,1,1,3.2,3.4,2.12,6,2,2,2.8,0.9,0.0,0.0,0.0,0.0,0.0,7,3,0,1.7,0.6,0.9,0.0,2.6,6.3,0.2,2,0,5,1.1,,1.4,0.1,0.7,,,5,0,2,1.6,,1.1,0.0,1.7,,,4,2,12
09_03_2025,ВЕНГРИЯ. НАЦИОНАЛЬНАЯ ЛИГА,Уйпешт,Пушкаш Академи,1,1,3.75,3.45,1.9,3,4,3,0.9,1.4,1.6,0.2,2.6,8.1,0.5,5,1,4,1.5,1.3,1.6,0.0,3.4,6.9,0.8,1,3,5,1.3,,1.4,0.1,0.6,1.4,0.1,5,3,1,2.0,,2.3,0.3,0.8,0.9,0.6,7,1,12
10_03_2025,ВЕНГРИЯ. НАЦИОНАЛЬНАЯ ЛИГА,Дебрецен ВСК,Ференцварош,0,1,5.3,4.05,1.55,3,0,7,1.9,2.2,2.8,0.2,3.7,11.3,1.2,4,3,3,1.6,1.7,1.3,0.0,5.8,11.2,1.7,2,2,5,1.7,,2.1,0.1,0.4,4.3,0.3,5,2,2,2.3,,1.9,0.2,3.0,4.2,0.4,12,3,12
09_03_2025,ДАНИЯ. СУПЕРЛИГА,Ольборг,Мидтьюлланн,1,4,4.7,4.15,1.67,0,5,5,1.1,2.0,1.3,0.0,3.1,6.3,0.3,5,1,4,1.6,1.5,1.8,0.1,5.2,12.1,1.5,3,2,3,1.3,,1.3,0.0,0.8,0.9,0.1,3,2,3,1.1,,0.9,0.0,0.9,1.4,0.3,9,2,12
09_03_2025,ДАНИЯ. СУПЕРЛИГА,Силькеборг,Люнгбю,0,1,1.73,3.75,4.8,5,3,2,1.4,0.8,1.0,0.0,3.4,7.7,0.8,0,5,5,0.6,1.3,2.5,0.0,4.2,11.3,1.1,2,3,2,1.6,,1.7,0.0,4.3,8.6,0.9,2,3,2,1.3,,2.0,0.0,3.7,7.3,1.9,7,11,12
09_03_2025,ДАНИЯ. СУПЕРЛИГА,АГФ Орхус,Виборг,1,1,1.6,4.1,5.6,8,1,1,2.7,1.1,0.7,0.0,2.0,3.0,0.3,4,2,4,1.8,1.4,1.4,0.0,3.6,6.9,0.8,5,3,1,1.6,,1.4,0.1,1.4,3.7,0.4,1,3,5,0.7,,0.8,0.1,0.9,5.1,0.2,3,8,12
10_03_2025,ДАНИЯ. СУПЕРЛИГА,ФК Копенгаген,Сендерюске,1,1,1.25,5.9,11.0,4,1,5,1.2,1.4,2.1,0.0,2.9,8.1,1.0,2,2,6,1.6,2.5,1.5,0.0,4.5,10.8,1.4,3,0,0,2.3,,0.0,0.0,1.0,4.7,2.7,0,0,3,1.0,,0.0,0.0,1.7,4.3,0.3,1,10,12
10_03_2025,ИЗРАИЛЬ. ПРЕМЬЕР-ЛИГА,Хапоэль Ирони Кирьят-Шмона,Маккаби Петах-Тиква,2,0,2.7,3.25,2.5,2,2,6,0.9,1.7,,,,,,3,1,6,1.1,1.5,,,,,,1,0,1,0.5,,,,,,,1,0,1,1.0,,,,,,,8,11,14
09_03_2025,КАЗАХСТАН. ПРЕМЬЕР-ЛИГА,ФК Актобе,Туран Туркестан,2,1,1.5,4.7,5.1,5,1,4,1.3,1.3,,,,,,3,1,6,0.7,1.7,,,,,,4,0,0,2.0,,,,,,,0,0,4,0.5,,,,,,,10,3,14
09_03_2025,КАЗАХСТАН. ПРЕМЬЕР-ЛИГА,Елимай Семей,Кайсар,2,0,1.9,3.4,3.85,5,0,5,1.7,1.4,,,,,,4,2,4,1.2,1.1,,,,,,1,0,1,1.0,,,,,,,1,0,1,1.0,,,,,,,14,10,14
09_03_2025,КАЗАХСТАН. ПРЕМЬЕР-ЛИГА,Кызылжар,ФК Астана,0,2,5.9,3.7,1.55,3,2,5,1.4,1.3,0.0,0.0,0.0,0.0,0.0,2,3,5,1.3,1.5,1.2,0.0,1.1,4.9,0.8,1,0,5,0.7,,,,,,,5,0,1,1.5,,,,,,,8,8,14
09_03_2025,КИПР. 1-Й ДИВИЗИОН,Эносис Паралимни,Арис Лимасол,1,2,9.5,5.5,1.35,2,1,7,0.7,1.8,2.5,0.1,1.8,11.4,0.6,5,4,1,2.2,0.6,2.1,0.0,4.4,9.4,1.3,1,0,3,1.0,,2.3,0.0,0.8,3.3,0.0,3,0,1,1.8,,2.3,0.0,3.3,2.5,0.5,12,2,14
10_03_2025,КИПР. 1-Й ДИВИЗИОН,Омония Арадиппу,АЕК Ларнака,2,0,10.5,5.8,1.3,3,1,6,1.0,2.2,2.4,0.0,3.1,13.2,1.7,7,3,0,2.3,0.7,1.1,0.1,5.3,12.3,1.4,0,0,1,4.0,,0.0,2.0,13.0,1.0,,1,0,0,1.0,,0.0,10.0,18.0,1.0,,11,3,14
10_03_2025,КИПР. 1-Й ДИВИЗИОН,ФК Пафос,Этникос Ахнас,0,0,1.22,6.7,15.0,8,1,1,1.5,0.6,2.1,0.0,7.3,9.5,1.4,2,4,4,1.0,1.4,1.9,0.0,3.8,13.5,1.1,4,0,0,2.8,,2.3,0.0,3.0,2.5,1.0,0,0,4,1.0,,1.5,0.0,1.5,2.3,0.0,1,8,14
09_03_2025,ЛИТВА. ПРЕМЬЕР-ЛИГА,Хегельман Литауэн,Паневежис,2,1,1.82,3.5,4.05,4,2,4,1.6,1.4,1.3,0.0,,,,3,4,3,1.2,1.3,2.4,0.1,,,,4,3,3,1.4,,1.2,0.1,,,,3,3,4,1.4,,1.4,0.0,,,,10,9,10
09_03_2025,ЛИТВА. ПРЕМЬЕР-ЛИГА,Судува Мариямполе,Банга Гаргждай,1,0,2.75,3.05,2.6,5,2,3,1.7,1.1,1.5,0.0,,,,4,3,3,1.0,1.0,2.2,0.0,,,,4,2,4,0.6,,2.3,0.0,,,,4,2,4,0.5,,3.3,0.0,,,,5,4,10
09_03_2025,ЛЮКСЕМБУРГ. ВЫСШАЯ ЛИГА,Вильц,Мондор-ле-Бэн,0,2,2.65,3.25,2.55,5,1,4,2.0,1.7,,,,,,4,3,3,1.5,1.4,,,,,,0,2,3,1.6,,,,,,,3,2,0,2.8,,,,,,,12,7,16
09_03_2025,ЛЮКСЕМБУРГ. ВЫСШАЯ ЛИГА,Беттембург,Мондерканж,2,1,2.15,3.6,3.0,2,0,8,0.6,1.6,,,,,,2,2,6,0.9,2.1,,,,,,1,0,0,,,,,,,,0,0,1,,,,,,,,14,15,16
09_03_2025,МАЛЬТА. ПРЕМЬЕР-ЛИГА,Хибернианс,Нашшар Лайонс,3,2,1.43,4.8,5.7,6,0,4,1.8,1.2,,,,,,4,1,5,1.6,1.7,,,,,,2,1,1,1.0,,0.5,0.0,,,,1,1,2,0.8,,1.3,0.0,,,,5,12,12
09_03_2025,МАЛЬТА. ПРЕМЬЕР-ЛИГА,Хамрун Спартанс,Моста,1,2,1.42,4.15,7.3,6,2,2,1.3,0.5,,,,,,4,1,5,1.4,1.3,,,,,,3,1,2,1.7,,1.5,0.3,3.0,,,2,1,3,1.0,,1.5,0.0,3.0,,,4,10,12
09_03_2025,ПОЛЬША. СУПЕРЛИГА,ГКС Катовице,Заглембе Любин,1,0,2.1,3.7,3.25,4,3,3,1.2,1.1,1.2,0.0,3.9,9.0,0.9,4,1,5,1.4,1.7,0.8,0.0,4.8,8.2,1.6,0,0,1,0.0,,0.0,8.0,11.0,1.0,,1,0,0,1.0,,0.0,3.0,7.0,0.0,,11,15,18
09_03_2025,ПОЛЬША. СУПЕРЛИГА,Лехия Гданьск,Гурник Забже,1,2,2.6,3.5,2.65,4,2,4,0.8,1.2,1.9,0.0,4.8,9.6,0.7,5,2,3,1.3,1.2,1.5,0.0,4.0,13.6,1.6,2,1,0,2.0,,2.7,0.0,2.0,4.0,0.0,0,1,2,1.3,,3.0,0.0,2.7,5.0,1.0,17,8,18
09_03_2025,ПОЛЬША. СУПЕРЛИГА,Видзев Лодзь,Ягеллония Белосток,0,1,3.5,3.65,2.03,1,3,6,1.2,2.6,1.0,0.0,2.8,9.7,0.8,6,2,2,2.3,1.0,1.2,0.0,3.8,12.7,1.9,1,1,3,1.0,,2.4,0.0,4.8,8.4,0.0,3,1,1,1.4,,1.6,0.0,2.6,6.8,1.8,13,3,18
09_03_2025,РУМЫНИЯ. 1-Я ЛИГА,ЧФР Клуж,Глория Бузэу,6,0,1.28,5.4,12.0,5,5,0,1.8,0.8,1.0,0.0,4.5,7.0,1.2,2,1,7,0.9,1.4,1.4,0.0,3.0,12.5,2.1,1,0,0,5.0,,0.0,2.0,12.0,0.0,,0,0,1,1.0,,0.0,5.0,19.0,0.0,,4,16,16
10_03_2025,РУМЫНИЯ. 1-Я ЛИГА,ФКСБ,КС Университатя Крайова,1,0,2.2,3.25,3.5,5,3,2,1.3,0.8,2.4,0.0,4.3,11.4,1.7,7,2,1,1.5,0.6,1.9,0.0,4.3,9.9,1.6,4,3,3,1.4,,2.8,0.1,2.6,6.5,0.9,3,3,4,1.0,,3.0,0.0,3.1,7.4,0.4,1,2,16
09_03_2025,СЕРБИЯ. СУПЕРЛИГА,ИМТ Нови Белград,Младост Лучани,3,0,1.5,3.4,8.0,3,3,4,1.0,1.6,,,,,,3,2,5,1.0,1.2,,,,,,2,0,2,1.0,,,,,,,2,0,2,1.0,,,,,,,14,4,16
09_03_2025,СЕРБИЯ. СУПЕРЛИГА,Войводина Нови Сад,Единство Уб,1,0,1.16,6.4,16.0,3,3,4,1.3,1.2,,,,,,3,1,6,0.9,1.7,,,,,,0,1,0,,,,,,,,0,1,0,,,,,,,,6,16,16
09_03_2025,СЛОВАКИЯ. СУПЕРЛИГА,Тренчин,Земплин Михаловце,3,2,2.4,3.45,2.9,2,6,2,0.9,1.0,1.5,0.0,2.2,6.9,0.9,4,5,1,2.4,1.0,1.3,0.1,3.0,6.8,1.0,4,5,1,1.2,,2.5,0.0,0.6,2.2,0.4,1,5,4,0.7,,2.0,0.1,0.9,2.3,0.2,4,1,6
09_03_2025,СЛОВАКИЯ. СУПЕРЛИГА. ЧЕМПИОНСКАЯ ГРУППА,ФК Кошице,Слован Братислава,2,3,4.3,4.15,1.73,3,4,3,1.4,1.0,1.9,0.1,3.0,10.8,1.5,5,2,3,1.9,1.4,1.2,0.0,4.5,8.4,0.7,0,2,2,0.5,,1.8,0.0,1.5,5.5,0.0,2,2,0,1.8,,1.0,0.0,4.8,5.3,0.8,6,1,6
09_03_2025,СЛОВЕНИЯ. СУПЕРЛИГА,Марибор,Олимпия Любляна,1,0,2.7,3.05,2.8,6,1,3,1.9,1.0,1.4,0.0,4.4,7.3,1.5,6,2,2,1.8,0.5,1.8,0.1,5.3,12.1,0.8,4,2,4,1.2,,2.9,0.1,0.4,2.2,0.3,4,2,4,1.1,,1.8,0.1,0.4,2.2,0.0,2,1,10
09_03_2025,СЛОВЕНИЯ. СУПЕРЛИГА,Целе,Приморье,2,2,1.32,5.1,9.5,5,2,3,2.3,1.4,1.3,0.0,5.4,11.5,0.8,2,4,4,1.0,1.7,1.5,0.3,2.4,10.7,0.9,1,0,1,1.5,,2.0,0.0,6.5,6.0,0.0,1,0,1,2.0,,0.5,0.0,4.5,6.5,1.5,5,7,10
09_03_2025,ХОРВАТИЯ. ПРЕМЬЕР-ЛИГА,Хайдук Сплит,ХНК Горица,2,1,1.4,4.5,8.5,3,3,4,1.3,1.2,1.2,0.0,2.5,8.0,1.8,2,3,5,0.7,1.5,1.7,0.0,2.1,8.7,1.1,7,1,2,1.9,,1.6,0.0,2.8,3.6,0.6,2,1,7,0.7,,2.1,0.2,1.1,5.8,0.3,2,9,10
09_03_2025,ХОРВАТИЯ. ПРЕМЬЕР-ЛИГА,Славен Белупо,Динамо Загреб,0,1,4.5,3.7,1.78,5,3,2,1.1,0.8,2.4,0.0,2.2,9.8,2.3,5,1,4,1.7,1.7,1.5,0.1,3.4,11.5,1.6,1,2,7,1.2,,2.1,0.0,1.0,3.3,0.5,7,2,1,2.9,,0.8,0.0,2.8,2.6,0.4,5,3,10
09_03_2025,ЧЕХИЯ. СУПЕРЛИГА,Баник Острава,Млада Болеслав,2,1,1.52,4.5,5.8,8,1,1,2.0,0.6,0.9,0.0,5.4,5.1,0.1,4,1,5,1.8,1.7,0.7,0.0,3.0,4.4,1.0,3,1,2,1.3,,2.2,0.0,2.5,4.0,0.0,2,1,3,0.7,,2.0,0.0,1.0,3.5,0.7,4,7,16
09_03_2025,ЧЕХИЯ. СУПЕРЛИГА,Градец Кралове,Карвина,1,1,1.9,3.3,4.4,3,3,4,1.1,1.2,2.0,0.2,4.5,11.0,1.5,1,3,6,1.1,2.1,1.6,0.1,1.8,8.0,0.3,1,1,1,0.7,,3.3,0.0,1.0,2.3,0.3,1,1,1,0.7,,3.0,0.3,3.7,1.3,0.0,8,12,16
09_03_2025,ЧЕХИЯ. СУПЕРЛИГА,Богемианс Прага,Сигма Оломоуц,0,1,2.17,3.4,3.4,3,4,3,1.2,1.4,1.6,0.1,6.1,10.0,0.8,5,1,4,1.9,1.5,0.8,0.0,2.6,5.5,0.3,2,3,1,1.8,,1.7,0.0,1.8,3.3,0.2,1,3,2,1.5,,1.0,0.2,2.5,4.3,0.0,10,6,16
10_03_2025,ЧЕХИЯ. СУПЕРЛИГА,Пардубице,Виктория Пльзень,0,0,9.0,5.1,1.35,3,0,7,0.6,2.2,1.0,0.0,0.6,4.0,0.7,5,0,5,1.8,1.4,1.6,0.1,5.0,11.8,1.0,0,1,4,1.2,,1.8,0.2,0.8,1.2,0.2,4,1,0,2.8,,1.8,0.0,1.8,1.8,0.0,15,3,16
09_03_2025,ШВЕЙЦАРИЯ. СУПЕРЛИГА,ФК Цюрих,Серветт,1,3,3.0,3.5,2.3,5,0,5,1.5,1.2,1.3,0.1,5.5,13.9,1.2,5,4,1,1.8,1.2,1.8,0.0,5.8,11.4,1.2,3,3,4,1.4,,2.2,0.0,3.0,7.0,0.6,4,3,3,1.8,,1.8,0.1,5.0,8.1,0.6,7,2,12
09_03_2025,ШВЕЙЦАРИЯ. СУПЕРЛИГА,Сьон,Лугано,2,1,2.7,3.25,2.65,3,1,6,1.4,2.2,1.5,0.0,4.4,13.1,2.5,3,2,5,1.2,1.6,1.9,0.1,4.7,11.2,1.6,1,2,5,1.0,,1.5,0.0,1.3,7.4,1.4,5,2,1,2.0,,1.6,0.1,3.8,8.0,1.1,9,4,12
09_03_2025,ШВЕЙЦАРИЯ. СУПЕРЛИГА,ФК Люцерн,Базель,1,1,3.2,3.65,2.15,5,2,3,1.8,1.7,2.1,0.1,5.0,11.6,1.3,5,3,2,1.8,1.1,1.9,0.1,5.6,11.1,1.6,3,3,4,1.0,,2.8,0.1,6.5,8.2,1.5,4,3,3,1.1,,2.5,0.0,2.7,7.6,0.6,3,1,12
09_03_2025,ШВЕЦИЯ. КУБОК. 1/4 ФИНАЛА,Гетеборг,Хаммарбю,4,0,2.75,3.35,2.55,5,1,4,1.5,1.2,0.4,0.0,1.1,3.2,0.3,4,3,3,1.8,1.2,0.5,0.0,2.1,3.7,0.7,2,2,3,0.9,,1.9,0.1,4.4,9.4,1.3,3,2,2,1.1,,2.4,0.0,4.6,12.4,1.1,,,
09_03_2025,ШВЕЦИЯ. КУБОК. 1/4 ФИНАЛА,Норрчепинг,Треллеборг,1,1,1.53,4.4,5.9,7,1,2,2.4,1.6,0.6,0.0,1.1,4.8,0.6,5,1,4,1.3,1.1,0.8,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
09_03_2025,ШОТЛАНДИЯ. КУБОК. 1/4 ФИНАЛА,Селтик,Хиберниан,2,0,1.23,6.3,12.0,6,1,3,3.2,1.3,0.4,0.0,2.8,3.9,0.6,7,3,0,2.0,0.8,1.2,0.0,1.4,1.8,0.2,7,1,2,2.4,,1.3,0.0,,,,2,1,7,1.0,,1.9,0.0,,,,,,
09_03_2025,ПОРТУГАЛИЯ. 2-Й ДИВИЗИОН,Мафра,Порту 2,0,0,2.25,3.15,3.2,1,3,6,0.4,1.2,2.2,0.1,4.5,12.0,1.0,2,2,6,1.1,1.6,2.2,0.1,4.8,14.5,1.4,1,2,2,1.0,,2.4,0.2,0.2,3.0,0.2,2,2,1,1.2,,2.6,0.0,0.4,3.4,0.6,18,16,18
09_03_2025,ПОРТУГАЛИЯ. 2-Й ДИВИЗИОН,Маритиму,Академику Визеу,1,1,2.2,3.15,3.25,2,3,5,1.0,1.8,2.1,0.0,5.3,14.0,1.4,1,6,3,1.2,1.6,2.1,0.1,4.9,9.4,1.5,1,2,0,1.7,,3.0,0.0,2.0,7.7,0.3,0,2,1,1.0,,3.7,0.0,1.0,4.0,0.0,13,10,18
09_03_2025,ПОРТУГАЛИЯ. 2-Й ДИВИЗИОН,Оливейренше,Визела,0,1,4.9,3.95,1.6,4,3,3,1.2,1.4,2.7,0.2,5.6,14.8,1.2,7,3,0,2.1,0.7,1.5,0.0,6.9,8.9,2.1,0,1,0,3.0,,0.0,4.0,19.0,2.0,,0,1,0,3.0,,0.0,9.0,14.0,0.0,,17,7,18
10_03_2025,ПОРТУГАЛИЯ. 2-Й ДИВИЗИОН,Бенфика 2,Портимоненсе,0,0,1.85,3.55,3.85,4,3,3,1.4,0.9,1.5,0.2,3.6,11.5,1.0,5,1,4,1.2,1.3,2.6,0.2,5.3,17.8,1.7,1,0,0,0.0,,0.0,6.0,11.0,1.0,,0,0,1,3.0,,0.0,8.0,12.0,3.0,,5,12,18
09_03_2025,ЭСТОНИЯ. СУПЕРЛИГА,Харью Лаагри,Калев Таллин,2,0,1.95,3.9,3.2,6,1,3,2.7,1.8,0.2,0.0,,,,4,1,5,1.3,1.5,1.3,0.0,,,,0,1,3,0.5,,3.5,0.0,,,,3,1,0,1.8,,1.3,0.0,,,,10,9,10
09_03_2025,ЭСТОНИЯ. СУПЕРЛИГА,Пайде Линнамеесконд,Нымме Калью,4,0,2.15,3.55,2.95,9,0,1,1.9,0.4,1.2,0.0,,,,5,2,3,2.4,1.5,1.2,0.2,,,,3,4,3,1.5,,2.2,0.0,,,,3,4,3,1.3,,2.2,0.1,,,,3,2,10
09_03_2025,ВЬЕТНАМ. V-ЛИГА,Куангнам,ТП Хо Ши Мин,3,1,2.13,3.15,3.4,2,5,3,1.1,1.2,,,,,,3,5,2,1.0,1.2,,,,,,0,2,1,0.3,,,,,,,1,2,0,0.7,,,,,,,11,8,14
09_03_2025,ВЬЕТНАМ. V-ЛИГА,Тханьхоа,Хоангань Зялай,2,2,1.52,3.65,6.7,3,5,2,0.9,0.8,,,,,,3,2,5,0.7,1.3,,,,,,0,3,3,1.2,,0.8,,1.2,,,3,3,0,1.8,,0.3,,0.2,,,4,10,14
09_03_2025,ВЬЕТНАМ. V-ЛИГА,Хайфон,Дананг,1,0,1.88,2.9,5.0,5,2,3,1.1,0.7,,,,,,1,3,6,0.7,1.7,,,,,,2,2,0,0.8,,0.3,,0.5,,,0,2,2,0.0,,0.0,,2.5,,,9,14,14
09_03_2025,ГОНКОНГ. ПРЕМЬЕР-ЛИГА,Коулун Сити,Тай По,2,5,9.5,3.7,1.42,2,2,6,1.2,2.6,,,,,,8,0,2,2.4,1.2,,,,,,0,0,1,,,,,,,,1,0,0,,,,,,,,5,2,9
09_03_2025,ГОНКОНГ. ПРЕМЬЕР-ЛИГА,Ли Ман,Саутерн Дистрикт,1,1,1.38,5.3,6.0,6,1,3,2.0,1.6,0.1,0.0,0.3,2.8,0.8,2,2,6,1.3,1.7,0.0,0.0,0.0,0.0,0.0,4,0,2,1.5,,0.5,,1.2,,,2,0,4,1.3,,0.5,,0.2,,,4,6,9
09_03_2025,ИНДИЯ. СУПЕРЛИГА,Ченнайн,Джамшедпур,5,2,2.7,3.65,2.3,2,3,5,1.2,1.8,1.7,0.2,3.8,10.9,1.8,4,2,4,1.6,1.5,1.6,0.0,5.6,11.5,2.5,4,2,2,2.1,,2.1,0.0,3.6,7.4,1.0,2,2,4,1.6,,1.8,0.0,3.4,8.4,0.4,11,5,13
09_03_2025,ИНДОНЕЗИЯ. 1-Я ЛИГА,Персия Джакарта,Арема Кронус,1,3,1.83,3.5,4.0,5,3,2,1.9,1.3,,,,,,4,2,4,1.8,1.8,,,,,,3,1,1,1.8,,0.6,,0.4,,,1,1,3,1.2,,0.2,,2.6,,,4,9,18
10_03_2025,ИРАК. СУПЕРЛИГА,Нафт Аль-Басра,Аль-Талаба,0,2,3.2,3.15,2.2,3,2,5,0.9,1.0,,,,,,5,2,3,1.1,0.9,,,,,,1,0,0,,,,,,,,0,0,1,,,,,,,,17,6,20
10_03_2025,ИРАК. СУПЕРЛИГА,Навруз,Аль-Кува Аль-Джавия,0,1,2.55,3.0,2.8,4,4,2,1.7,1.1,,,,,,3,2,5,0.8,1.1,,,,,,0,0,1,,,,,,,,1,0,0,,,,,,,,11,4,20
10_03_2025,ИРАК. СУПЕРЛИГА,Аль-Шорта Багдад,Кербела,4,0,1.19,5.6,16.0,5,5,0,1.5,0.7,0.5,0.0,0.8,2.8,0.7,0,1,9,0.3,1.5,0.0,0.0,0.0,0.0,0.0,1,0,0,,,,,,,,0,0,1,,,,,,,,3,18,20
09_03_2025,ЛИВАН. ПРЕМЬЕР-ЛИГА,Шабаб Баальбек,Аль-Хикма,0,3,2.9,3.35,2.3,2,2,6,0.7,2.2,,,,,,4,3,3,0.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,12
